,x,y,z,Time,Hour,Minutes,Seconds,Intensity,dt
149881,0.551,-0.566,-0.711,2498,5,11,38,1.062769025,FALSE
149882,0.711,-0.625,-0.648,2498.016667,5,11,38.01666667,1.147192225,FALSE
149883,0.43,-0.645,-0.684,2498.033333,5,11,38.03333333,1.033818649,FALSE
149884,0.422,-0.492,-0.309,2498.05,5,11,38.05,0.718073116,FALSE
149885,0.465,-0.414,-0.469,2498.066667,5,11,38.06666667,0.779475465,FALSE
149886,0.41,-0.293,-0.152,2498.083333,5,11,38.08333333,0.526358243,FALSE
149887,0.539,0.125,0.055,2498.1,5,11,38.1,0.556031474,FALSE
149888,0.031,-0.566,-0.016,2498.116667,5,11,38.11666667,0.567074069,FALSE
149889,0.641,-0.773,0.363,2498.133333,5,11,38.13333333,1.067791646,FALSE
149890,0.629,-1.129,0.066,2498.15,5,11,38.15,1.29407805,FALSE
149891,0.449,-2.426,-0.734,2498.166667,5,11,38.16666667,2.574069346,TRUE
149892,0.496,-2.227,-0.582,2498.183333,5,11,38.18333333,2.354627147,TRUE
149893,0.031,-1.551,-0.176,2498.2,5,11,38.2,1.561261669,TRUE
149894,-0.203,-1.121,-0.125,2498.216667,5,11,38.21666667,1.14606937,FALSE
149895,0.188,-0.902,0.066,2498.233333,5,11,38.23333333,0.923744553,FALSE
149896,-0.035,-0.918,0.102,2498.25,5,11,38.25,0.924312177,FALSE
149897,0.113,-1.094,-0.094,2498.266667,5,11,38.26666667,1.10383015,FALSE
149898,0.199,-1.258,-0.184,2498.283333,5,11,38.28333333,1.286864795,FALSE
149899,0.301,-1.336,-0.039,2498.3,5,11,38.3,1.370043065,FALSE
149900,0.336,-1.406,-0.176,2498.316667,5,11,38.31666667,1.456265086,FALSE
149901,0.406,-1.398,-0.18,2498.333333,5,11,38.33333333,1.466846959,FALSE
149902,0.402,-1.453,-0.32,2498.35,5,11,38.35,1.541172606,TRUE
149903,0.32,-1.539,-0.406,2498.366667,5,11,38.36666667,1.623501463,TRUE
149904,0.367,-1.508,-0.5,2498.383333,5,11,38.38333333,1.630568306,TRUE
149905,0.352,-1.297,-0.496,2498.4,5,11,38.4,1.432525392,FALSE
149906,0.113,-0.949,-0.75,2498.416667,5,11,38.41666667,1.214853901,FALSE
149907,0.273,-0.574,-0.945,2498.433333,5,11,38.43333333,1.138872249,FALSE
149908,0.234,-0.441,-1.086,2498.45,5,11,38.45,1.195254366,FALSE
149909,0.238,-0.449,-0.875,2498.466667,5,11,38.46666667,1.011864615,FALSE
149910,0.449,-0.371,-0.961,2498.483333,5,11,38.48333333,1.12372728,FALSE
149911,0.449,-0.73,-0.855,2498.5,5,11,38.5,1.210589113,FALSE
149912,0.5,-0.703,-0.867,2498.516667,5,11,38.51666667,1.22306909,FALSE
149913,0.418,-0.52,0.023,2498.533333,5,11,38.53333333,0.667572468,FALSE
149914,0.105,-0.559,-0.125,2498.55,5,11,38.55,0.582349551,FALSE
149915,0.855,-0.453,-0.824,2498.566667,5,11,38.56666667,1.270909123,FALSE
149916,0.648,-0.211,-0.277,2498.583333,5,11,38.58333333,0.735631701,FALSE
149917,0.152,0.02,-0.066,2498.6,5,11,38.6,0.166913151,FALSE
149918,0.234,-0.594,-0.238,2498.616667,5,11,38.61666667,0.681348663,FALSE
